X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
2071493,5811612,3998,,543301,0,0,0,0,1,North,2016/2017,SH 35,MARAEHARA VALLEY ROAD,,Non-Injury Crash,Yes,2016,0,South,0,0,0,Hill Road,0,,0,,0,Twilight,1343300,0,0,0,2,0,0,0,0,0,,0,0,Gisborne Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,1,0,,28,Gisborne District,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1748920,5427687,3999,,573000,0,,0,3,,South,2002/2003,JERVOIS QUAY,HARRIS ST,1,Minor Crash,No,2002,,South,,0,,Flat,,,,,,Twilight,2127800,2,0,0,6,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,47,Wellington City,Nil,,,,,0,0,Urban,0,,,Fine,Null
1756965,5450077,4000,,571900,0,,0,2,,Null,2001/2002,SH 1N,GRAYS ROAD,,Non-Injury Crash,Yes,2001,,South,,0,,Flat,,Labour Weekend,,,,Bright sun,2068800,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,44,Porirua City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1874577,5721242,4001,,541312,0,0,0,1,0,East,2008/2009,RAPIDS ROAD,ARATIATIA ROAD,,Minor Crash,No,2009,0,East,1,0,0,Flat,0,,0,,0,Overcast,1279801,1,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,None,0,0,,21,Taupo District,Nil,0,0,0,0,0,0,Urban,0,0,0,Mist or Fog,Null
1749787,5914130,4002,,511303,0,,0,1,,South,2015/2016,MCNAUGHTON WAY,HUGH BROWN DRIVE,,Minor Crash,No,2015,,East,,0,,Flat,,,,,,Overcast,267000,1,0,0,1,,,0,,,1,,,Auckland Region,Nil,Off road,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1938639,5788461,4003,,542530,0,,0,1,,Null,2002/2003,SH 2,WESTERN DRAIN ROAD,,Minor Crash,Yes,2003,,West,,0,,Flat,,,,,,Dark,1300901,1,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,25,Whakatane District,Give way,,,,,0,0,Open,1,,,Light rain,Null
1821912,5530001,4004,,562800,0,,0,1,,Null,2001/2002,SH 3,GREY ST,,Non-Injury Crash,Yes,2002,,East,,0,,Flat,,,,,,Dark,1830600,0,0,0,2,,,0,,,,,,Manawatu-Wanganui Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,40,Palmerston North City,Stop,,,,,0,0,Urban,1,,,Light rain,Null
1748452,5913939,4005,,511302,0,,0,2,,Null,2011/2012,GREAT NORTH ROAD,LYNWOOD ROAD,,Non-Injury Crash,No,2011,,East,,0,,Flat,,,,,,Bright sun,269300,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1215054,4897250,4006,,612200,0,0,0,1,0,East,2012/2013,SH 96,CLAPPS ST,,Non-Injury Crash,Yes,2013,0,East,0,0,0,Flat,0,,0,,0,Bright sun,3180200,0,0,0,2,0,0,0,0,1,,0,0,Southland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,73,Southland District,Unknown,0,0,0,0,1,0,Urban,0,0,0,Fine,Null
1797981.239,5814652.957,4007,,529000,0,,0,1,,Null,2019/2020,MASSEY STREET,RIFLE RANGE ROAD,,Non-Injury Crash,Yes,2019,,East,,0,,Flat,,,,,,Bright sun,917900,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,16,Hamilton City,Give way,,,,,0,0,Urban,1,,,Fine,Null
1762637,5426153,4008,,565400,0,0,0,1,1,South,2004/2005,COAST ROAD,PARENGA ST,,Non-Injury Crash,No,2004,0,South,0,0,0,Flat,0,,0,,0,Twilight,2026000,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,46,Lower Hutt City,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1504319,5341371,4009,,584701,0,0,0,1,0,Null,2003/2004,SH 69,OGRADY ROAD,,Minor Crash,Yes,2003,0,South,0,0,1,Flat,0,,0,,0,Bright sun,2396500,1,0,0,2,0,0,0,0,0,,0,0,West Coast Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,55,Buller District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1819782,5528927,4010,,562710,0,,0,2,,Null,2002/2003,HIGHBURY AVENUE,RONBERG ST,,Non-Injury Crash,No,2002,,West,,0,,Flat,,,,,,Overcast,1820000,0,0,0,2,,,0,,,,,,Manawatu-Wanganui Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,40,Palmerston North City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1856367,5803304,4011,,535231,0,0,0,1,0,East,2014/2015,SH 29,RAPURAPU ROAD,,Non-Injury Crash,Yes,2014,0,West,0,0,1,Hill Road,0,,0,1,0,Overcast,1113900,0,0,0,3,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,15,Matamata-Piako District,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1751935,5917675,4012,,514900,0,,1,1,,North,2001/2002,GREAT NORTH ROAD,COWLEY ST,,Non-Injury Crash,No,2002,,North,,0,,Hill Road,,,,,,Overcast,385803,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1406338,4914110,4013,,604410,0,,0,2,,North,2001/2002,KING EDWARD ST,BAY VIEW ROAD,,Minor Crash,No,2001,,North,,0,,Flat,,,,,,Bright sun,2931000,1,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,71,Dunedin City,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1566910,5178471,4014,,590300,0,,0,0,,East,2007/2008,SH 76,ANNEX UNDERPASS,,Non-Injury Crash,Yes,2007,,East,,0,,Flat,,,,,,Overcast,2538603,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,100,,Null,1,0,,60,Christchurch City,Unknown,,,,,1,0,Open,0,,,Fine,Null
1664483,5428083,4015,,580446,0,,0,1,,South,2000/2001,SH 6,MAHAKIPAWA ROAD,,Non-Injury Crash,Yes,2001,,South,,0,,Hill Road,,,,,,Bright sun,2286200,0,0,0,2,,,0,,,,,,Marlborough Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,53,Marlborough District,Nil,,,,,1,0,Open,0,,,Fine,Null
1890329.241,5820760.15,4016,,536642,0,,0,2,,East,2016/2017,TARA ROAD,TWIN OAK AVENUE,,Serious Crash,No,2017,,East,,0,,Flat,,,,,,Bright sun,1206807,0,0,0,4,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,1,,70,,Null,0,0,60,22,Western Bay of Plenty District,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1756995,5919844,4017,,514102,0,0,0,2,0,South,2003/2004,GREYS AVENUE,MAYORAL DRIVE,,Non-Injury Crash,No,2003,0,South,0,0,0,Hill Road,0,,0,,0,Dark,435000,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1732682.634,5596137.958,4018,,554500,0,0,0,0,0,West,2019/2020,DRYDEN ROAD,RANGIKURA ROAD,,Non-Injury Crash,No,2020,0,South,0,0,1,Flat,0,,0,,0,Dark,1668000,0,0,0,2,0,0,0,0,0,,0,0,Taranaki Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,35,South Taranaki District,Nil,0,0,0,0,0,0,Open,1,0,0,Light rain,Null
1798992,5815191,4019,,528900,0,0,0,1,0,East,2006/2007,MASSEY HALL OVERBRIDGE,SH 1N,,Non-Injury Crash,No,2006,0,West,0,0,0,Hill Road,0,,0,,0,Overcast,915700,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Bridge,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,16,Hamilton City,Unknown,1,0,0,0,1,0,Urban,0,0,0,Fine,Null
1745181,5917577,4020,,510700,0,0,0,2,0,Null,1999/2000,GREAT NORTH ROAD,WADIER PLACE,,Non-Injury Crash,No,2000,0,North,0,0,1,Hill Road,0,,0,,0,Dark,239501,0,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1755328,5916932,4021,,517701,0,,0,1,,Null,2007/2008,GRIBBLEHIRST ROAD,KING EDWARD ST,,Minor Crash,No,2008,,West,,0,,Flat,,,,,,Bright sun,537000,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1754116,5931347,4022,,508805,0,,0,2,,South,2010/2011,SH 1N,CONSTELLATION OBR,,Non-Injury Crash,Yes,2010,,South,,0,,Flat,,,,,,Dark,180826,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null
1792365,5835008,4023,65,526601,0,0,0,1,1,South,2004/2005,HAKARIMATA ROAD,PARKER ROAD,,Minor Crash,No,2004,0,North,1,0,0,Hill Road,0,,0,,0,Bright sun,853900,1,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Off,0,0,,13,Waikato District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1790000,5854124,4024,,527210,0,,0,2,,South,2014/2015,SH 1N,TE ONETEA STM BR,,Non-Injury Crash,Yes,2014,,North,,0,,Flat,,,,,,Overcast,939000,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,13,Waikato District,Unknown,,,,,0,0,Open,0,,,Light rain,Null
1755317,5914808,4025,,518500,0,0,0,2,0,South,2015/2016,DOMINION ROAD,DUKE ST,,Non-Injury Crash,No,2015,0,South,0,0,0,Flat,0,Christmas New Year,0,,0,Bright sun,560200,0,0,0,2,0,0,0,0,1,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1766733,5912838,4026,,522920,0,,0,1,,Null,2003/2004,TI RAKAU DRIVE,TIRAUMEA DRIVE,,Non-Injury Crash,No,2003,,North,,0,,Flat,,,,,,Bright sun,683800,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,1,,,Fine,Null
1766994,5913379,4027,,522910,1,,0,0,,Null,2005/2006,PAKURANGA ROAD,WILLIAM ROBERTS ROAD,,Minor Crash,No,2006,,West,,0,,Flat,,,,,,Twilight,685000,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,60,,On,1,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1291678,4950342,4028,,610020,0,,0,0,,Null,2005/2006,WHITECOOMB ROAD,ONE LANE BR,,Non-Injury Crash,No,2005,,South,,0,,Hill Road,,Christmas New Year,,,,Bright sun,3042500,0,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Unsealed,,0,0,,100,,Null,0,0,,73,Southland District,Unknown,,,,,0,0,Open,1,,,Fine,Null
1244159,4848903,4029,,611400,0,0,0,2,0,West,2008/2009,COMPTON ST,POMONA ST,,Non-Injury Crash,No,2008,0,East,0,0,0,Flat,0,,0,,0,Overcast,3144100,0,0,0,2,0,0,0,0,1,,0,0,Southland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,75,Invercargill City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1761259,5914904,4030,,520201,0,,0,3,,West,2008/2009,MAIN HIGHWAY,RAMSGATE ST,,Non-Injury Crash,No,2008,,East,,0,,Flat,,,,,,Dark,611200,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1748293,5987865,4031,,506660,0,0,0,1,1,Null,2014/2015,SCHOOL ROAD,RADCLIFFE ROAD,,Non-Injury Crash,No,2015,0,East,0,0,0,Flat,0,,0,,0,Bright sun,136101,0,0,0,1,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Unsealed,0,0,0,0,100,0,Null,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1568281.761,5178697.934,4032,,590900,1,,0,1,,Null,2019/2020,WHITELEIGH AVENUE,JACK HINTON DRIVE,,Minor Crash,No,2020,,North,,0,,Flat,,,,,,Bright sun,2476400,1,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,60,Christchurch City,Nil,,,,,0,0,Urban,0,,,Fine,Null
1883965,5772189,4033,,540520,1,,0,0,,Null,2008/2009,SH 5,OTONGA ROAD,,Minor Crash,Yes,2009,,North,,0,,Flat,,,,,,Bright sun,1240700,1,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,24,Rotorua District,Give way,,,,,0,0,Urban,0,,,Fine,Null
1767139,5905536,4034,,524603,0,,0,3,,East,2009/2010,REAGAN ROAD,GREAT SOUTH ROAD,,Non-Injury Crash,No,2010,,West,,0,,Flat,,,,,,Overcast,671000,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null
1757514,5920902,4035,,514101,0,,0,1,,Null,2017/2018,CUSTOMS ST EAST,QUEEN ST,,Non-Injury Crash,No,2018,,West,,0,,Flat,,,,,,Bright sun,432900,0,0,0,4,,,0,,,,,,Auckland Region,Bridge,2-way,Sealed,,0,0,,50,,Null,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1753690,5931224,4036,,508803,0,0,0,2,0,North,2017/2018,CARIBBEAN DRIVE,UPPER HARBOUR HIGHWAY,,Non-Injury Crash,No,2017,0,South,0,0,0,Flat,0,,0,,0,Dark,180815,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1884766,5773672,4037,,540420,0,,0,1,,East,2000/2001,SH 30A,AMOHIA ST,,Non-Injury Crash,Yes,2001,,West,,0,,Flat,,,,,,Bright sun,1236500,0,0,0,2,,,0,,,1,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,24,Rotorua District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1234510,4872715,4038,,610051,0,0,0,0,1,West,2015/2016,SPAR BUSH SCHOOL ROAD,OPORO FLAT ROAD,,Minor Crash,No,2015,0,North,0,0,0,Hill Road,0,,0,,0,Bright sun,3078000,1,0,0,2,0,0,0,0,0,,0,0,Southland Region,Nil,2-way,Unsealed,0,0,0,0,100,0,Null,1,0,,73,Southland District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1324954.113,5164672.778,4039,,585324,1,,0,0,,North,2018/2019,006-0670,MCGLOIN ROAD,,Non-Injury Crash,Yes,2019,,South,,0,,Flat,,,,,,Bright sun,2417100,0,0,0,2,,,0,,,1,,,West Coast Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,57,Westland District,Unknown,,,,,0,0,Open,1,,,Fine,Null
1631606,6112638,4040,,500202,0,,0,1,,South,2004/2005,SH 1N,FAIRBURN ROAD,,Minor Crash,Yes,2005,,North,,0,,Flat,,,,,,Overcast,6300,1,0,1,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,1,Far North District,Nil,,,,,0,0,Open,0,,,Fine,Null
1828692,5796824,4041,,535241,0,,0,0,,West,2003/2004,SH 1N,KARAPIRO LOOKOUT,,Non-Injury Crash,Yes,2004,,North,,0,,Flat,,,,,,Overcast,1123100,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,17,Waipa District,Nil,,,,,1,0,Open,1,,,Light rain,Null
1752960,5914135,4042,,514500,0,,0,1,,East,2002/2003,MAIORO ST,ROSAMUND AVENUE,,Non-Injury Crash,No,2003,,East,,0,,Flat,,,,,,Dark,376700,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,1,,,Light rain,Null
1767753,5903919,4043,,524602,0,0,0,1,0,East,2017/2018,SH 20,GREAT SOUTH ROAD,,Non-Injury Crash,Yes,2017,0,West,0,0,0,Flat,1,,0,,0,Dark,780417,0,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,100,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,1,0,Open,0,0,0,Fine,Null
1750209,5914278,4044,,511303,0,,0,1,,Null,2013/2014,GREAT NORTH ROAD,VERONICA ST,,Minor Crash,No,2013,,East,,0,,Flat,,,,,,Dark,266100,2,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null
1908505,5674807,4045,55,545911,0,0,0,1,0,North,2003/2004,SH 5,TARAWERA TAV,,Non-Injury Crash,Yes,2003,0,South,1,0,0,Flat,0,Christmas New Year,0,,0,Bright sun,1281200,0,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,30,Hastings District,Pointsman,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1762868,5905529,4046,,524303,0,,0,1,,South,2008/2009,SH 20,PORTAGE OBR,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,,,,,Bright sun,746301,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,1,0,Open,0,,,Fine,Null
1768972,5468729,4047,,566000,0,,0,2,,West,2016/2017,KAPITI ROAD,SH 1N,,Non-Injury Crash,No,2016,,East,,0,,Flat,,,,,,Overcast,2000200,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,43,Kapiti Coast District,Unknown,,,,,0,0,Urban,0,,,Heavy rain,Null
1406145,4916355,4048,,602900,1,,0,1,,Null,2012/2013,LIVERPOOL ST,BOND ST,,Minor Crash,No,2012,,South,,0,,Flat,,,,,,Overcast,2895400,1,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,71,Dunedin City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1809818,5522289,4049,,561901,0,,0,2,,North,2004/2005,SH 56,ALVE ROAD,,Non-Injury Crash,Yes,2005,,North,,0,,Flat,,,,,,Bright sun,1797200,0,0,0,2,,,0,,,,,,Manawatu-Wanganui Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,39,Manawatu District,Nil,,,,,0,0,Open,0,,,Fine,Null
1885173,5773685,4050,,540410,0,,0,2,,North,2012/2013,FENTON ST,SH 30A,,Non-Injury Crash,No,2012,,South,,0,,Flat,,Christmas New Year,,,,Overcast,1236200,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,24,Rotorua District,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1572673,5179672,4051,,593502,0,0,0,1,0,East,2004/2005,TUAM ST,MATHESONS ROAD,,Minor Crash,No,2004,0,East,0,0,1,Flat,0,,1,,0,Dark,2606700,1,0,0,2,0,0,0,0,0,,0,1,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,60,Christchurch City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1757523,5435498,4052,,569302,0,0,0,1,1,South,2003/2004,DOWSE DRIVE,MAGNOLIA GROVE,,Non-Injury Crash,No,2004,0,East,0,0,0,Hill Road,0,,0,,0,Overcast,1921900,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,46,Lower Hutt City,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1868291,5713607,4053,,541720,0,,0,1,,Null,2014/2015,TONGA ST,SCANNELL ST,,Non-Injury Crash,No,2015,,West,,0,,Flat,,,,,,Bright sun,1272800,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,21,Taupo District,Nil,,,,,0,0,Urban,1,,,Fine,Null
1759606,5912475,4054,,520000,0,,0,1,,South,2000/2001,VICTORIA ST,ARTHUR ST,,Minor Crash,No,2001,,North,,0,,Flat,,,,,,Bright sun,607000,1,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1590803,5460058,4055,,581832,0,0,0,2,0,North,2015/2016,CANAAN ROAD,SH 60,,Non-Injury Crash,No,2016,0,South,0,0,0,Hill Road,0,,0,,0,Bright sun,2366600,0,0,0,2,0,0,0,1,0,,0,0,Tasman Region,Nil,2-way,Unsealed,0,0,0,0,100,0,Null,0,0,,51,Tasman District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1744831,5915765,4056,,510800,0,,0,2,,West,2017/2018,CORBAN AVENUE,ENTERPRISE DRIVE,,Minor Crash,No,2018,,West,,0,,Flat,,,,,,Overcast,242501,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1772382,5912460,4057,,523102,0,,0,2,,East,2006/2007,SOMERVILLE ROAD,CLYDESDALE AVENUE,,Minor Crash,No,2006,,South,,0,,Hill Road,,,,,,Twilight,711010,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1741810,6000951,4058,,505021,0,,0,1,,Null,2007/2008,MOLESWORTH DRIVE,MOIR ST,,Non-Injury Crash,No,2008,,South,,0,,Flat,,,,,,Bright sun,133711,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,3,Kaipara District,Give way,,,,,1,0,Urban,0,,,Fine,Null
1764442,5914894,4059,,520301,0,,0,3,,East,2015/2016,ELLERSLIE-PANMURE HIGHWAY,MOUNT WELLINGTON HIGHWAY,,Minor Crash,No,2015,,West,,0,,Hill Road,,,,,,Overcast,628203,1,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Heavy rain,Null
1800012,5817206,4060,,529600,0,0,0,1,0,East,2003/2004,FAIRFIELD ROAD,RIVER ROAD,,Non-Injury Crash,No,2004,0,West,0,0,0,Hill Road,0,,0,,0,Dark,867700,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,16,Hamilton City,Give way,0,1,0,0,0,0,Urban,0,0,0,Light rain,Null
1404087,4916656,4061,,604120,0,0,0,0,0,Null,2015/2016,KENMURE ROAD,PITCAIRN ST,,Non-Injury Crash,No,2015,0,South,0,0,1,Hill Road,0,,0,,0,Overcast,2923100,0,0,0,2,0,0,0,0,0,,0,0,Otago Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,1,0,,71,Dunedin City,Stop,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1762428,5918220,4062,,516301,0,0,0,1,0,Null,2001/2002,KAPUA ST,TAHAPA CRESCENT,,Non-Injury Crash,No,2002,0,East,0,0,1,Flat,0,,0,,0,Bright sun,460200,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1763859,5912694,4063,,520500,0,,0,0,,North,2009/2010,MOUNT WELLINGTON HIGHWAY,MT WGTN ON SBD,,Non-Injury Crash,No,2010,,North,,0,,Flat,,,,,,Overcast,637400,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,1,0,Urban,1,,,Fine,Null
1717114,6050230,4064,,502101,0,0,0,1,0,Null,2016/2017,THREE MILE BUSH ROAD,CRAWFORD CRESCENT,,Non-Injury Crash,No,2016,0,North,0,0,0,Flat,0,,0,,0,Dark,82701,0,0,0,2,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,2,Whangarei District,Give way,1,0,0,0,0,0,Urban,0,0,0,Fine,Strong wind
1747705,5430486,4065,,574702,0,0,0,0,1,South,2012/2013,CHURCHILL DRIVE,WILTON BUSH ROAD,,Serious Crash,No,2012,0,North,0,0,0,Hill Road,0,,0,,0,Dark,2103800,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,47,Wellington City,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1790714.923,5840383.361,4066,,527402,0,0,0,2,0,South,2020/2021,GREAT SOUTH ROAD,RAYNER ROAD,,Serious Crash,No,2020,0,South,0,0,0,Flat,0,,0,,0,Dark,946700,0,0,0,2,0,0,0,0,1,1,0,0,Waikato Region,Nil,2-way,Sealed,0,0,2,0,70,0,On,0,0,,13,Waikato District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1460514,5082029,4067,,599700,0,,0,1,,Null,2017/2018,SH 1S,HEATON ST,,Non-Injury Crash,Yes,2017,,South,,0,,Flat,,,,,,Bright sun,2799400,0,0,0,1,,,0,,,,,,Canterbury Region,Nil,1-way,Sealed,,0,0,,50,,Null,0,0,,64,Timaru District,Give way,,,,,1,0,Urban,0,,,Fine,Null
