X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1569518,5182074,1,,592200,0,,0,1,,Null,2007/2008,PAPANUI ROAD,RUGBY ST,,Non-Injury Crash,No,2008,,North,,0,,Flat,,,,,,Bright sun,2674700,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,60,Christchurch City,Nil,,,,,0,0,Urban,1,,,Fine,Null
1644081,5398344,2,,580450,0,,0,1,,Null,2000/2001,SH 63,MORSE ST,,Non-Injury Crash,Yes,2000,,West,,0,,Flat,,Labour Weekend,,,,Bright sun,2287300,0,0,1,2,,,0,,,,,,Marlborough Region,Nil,2-way,Sealed,,0,0,,70,,Null,0,0,,53,Marlborough District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1764998,5910554,3,,521803,0,0,0,1,0,South,2005/2006,SH 1N,OTAHUHU OFF SBD,,Non-Injury Crash,Yes,2005,0,South,0,0,0,Flat,1,,0,,0,Overcast,790000,0,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,80,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1446875,5015875,4,,600826,0,,0,1,,South,2011/2012,SH 1S,HILDERTHORPE ROAD,,Fatal Crash,Yes,2011,,North,,1,,Flat,,,,,,Bright sun,2827201,1,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,1,,100,,Null,0,0,,68,Waitaki District,Unknown,,,,,0,0,Open,1,,,Fine,Null
1757705,5920256,5,,514103,0,,0,2,,North,2015/2016,PRINCES ST,ALFRED ST,,Non-Injury Crash,No,2016,,North,,0,,Flat,,,,1,,Dark,437200,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Null,Null
1399760,5126199,6,,600323,0,0,0,1,0,East,2017/2018,LILYBANK ROAD,SH 8,,Minor Crash,No,2018,0,North,0,0,1,Flat,0,,0,,0,Overcast,2812803,1,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Unsealed,0,0,0,0,80,0,Null,0,0,,65,Mackenzie District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1246283,4841973,7,,609914,0,,0,1,,Null,2007/2008,SH 1S,MOTU RIMU ROAD,,Non-Injury Crash,Yes,2007,,West,,0,,Flat,,,,,,Overcast,3160600,0,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,30,75,Invercargill City,Give way,,,,,1,0,Open,0,,,Fine,Null
1753239,5877679,8,,526103,0,0,0,1,0,West,2002/2003,RANGIWHEA ROAD,SANDSPIT ROAD,,Non-Injury Crash,No,2002,0,North,0,0,1,Flat,0,,0,,0,Dark,836800,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1678905,5401612,9,,581250,0,0,0,1,0,North,2015/2016,WESTHAVEN PLACE,HOSPITAL ROAD,,Non-Injury Crash,No,2016,0,North,0,0,0,Flat,0,,0,,0,Dark,2304508,0,0,0,2,0,0,0,0,0,,0,0,Marlborough Region,Nil,2-way,Sealed,0,0,0,0,50,0,None,0,0,,53,Marlborough District,Unknown,1,0,0,1,0,0,Urban,0,0,0,Light rain,Null
1901348,5685912,10,65,541503,0,0,0,0,1,East,2016/2017,SH 5,MATEA ROAD,,Non-Injury Crash,Yes,2016,0,West,0,0,0,Flat,1,,0,,0,Bright sun,1281005,0,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,21,Taupo District,Unknown,0,0,0,0,1,0,Open,0,0,0,Fine,Null
1884426,5769791,11,,538722,0,,0,2,,Null,2001/2002,SH 5,SH 30,,Non-Injury Crash,Yes,2001,,North,,0,,Hill Road,,,,0,,Bright sun,1258100,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,24,Rotorua District,Give way,,,,,0,0,Open,0,,,Fine,Null
1766105,5907236,12,,522302,0,0,0,2,0,North,2012/2013,HUIA ROAD,STONEX ROAD,,Non-Injury Crash,No,2012,0,North,0,0,0,Flat,0,,0,,0,Dark,667700,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1718365.416,6040847.213,13,,502005,0,,0,2,,South,2019/2020,01N-0266,TOETOE ROAD,,Non-Injury Crash,Yes,2019,,South,,0,,Hill Road,,,,,,Overcast,74601,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,1,0,,2,Whangarei District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1720045,6045885,14,,503200,0,0,0,1,0,North,2003/2004,RIVERSIDE DRIVE,DUNDAS ROAD,,Non-Injury Crash,No,2003,0,South,0,0,1,Flat,0,,0,,0,Dark,101303,0,0,0,4,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,2,Whangarei District,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1762189,5913640,15,,520500,0,,0,2,,South,2003/2004,SH 1N,PENROSE OBR,,Non-Injury Crash,Yes,2004,,North,,0,,Flat,,,,,,Bright sun,637100,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1822046,5529755,16,,562800,0,,0,1,,Null,2009/2010,SH 3,BROADWAY AVENUE,,Minor Crash,Yes,2009,,North,,0,,Flat,,,,,,Bright sun,1831300,1,0,0,2,,,0,,,1,,,Manawatu-Wanganui Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,40,Palmerston North City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1748478,5427057,17,,573101,0,,0,2,,West,2017/2018,SH 1N,WALTER ST,,Non-Injury Crash,Yes,2017,,East,,0,,Flat,,,,,,Bright sun,2131700,0,0,0,2,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,50,,Null,0,0,,47,Wellington City,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1757070,5920308,18,20,514102,0,,1,0,,Null,2010/2011,FEDERAL ST,WELLESLEY ST WEST,,Minor Crash,No,2011,,West,,0,,Flat,,,,,,Bright sun,433801,1,0,0,2,,,0,,,1,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1751527,5433757,19,,574001,0,,0,2,,Null,2004/2005,SH 1N,NEWLANDS ON SBD,,Non-Injury Crash,Yes,2005,,South,,0,,Hill Road,,,,,,Bright sun,2077600,0,0,0,3,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,80,,Null,0,0,,47,Wellington City,Nil,,,,,0,0,Open,0,,,Fine,Null
1797686,5816801,20,,528504,0,,0,1,,North,2007/2008,AVALON DRIVE,GRANDVIEW ROAD,,Non-Injury Crash,No,2008,,South,,0,,Flat,,,,,,Bright sun,906900,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,60,,Null,0,0,,16,Hamilton City,Unknown,,,,,0,0,Urban,1,,,Fine,Null
1882898,5773800,21,,539600,0,0,0,1,0,South,2008/2009,WRIGLEY ROAD,HAROLD CRESCENT N,,Non-Injury Crash,No,2009,0,North,0,0,1,Flat,0,,0,,0,Dark,1227800,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,24,Rotorua District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1881132.931,5826876.113,22,,536821,0,,0,1,,South,2019/2020,TOTARA STREET,MAUI STREET,,Non-Injury Crash,No,2019,,Null,,0,,Flat,,,,,,Overcast,1203800,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,60,,Null,0,0,,23,Tauranga City,Unknown,,,,,0,0,Urban,1,,,Fine,Null
1757512,5920892,23,,514103,0,,0,2,,South,2001/2002,QUEEN ST,CUSTOMS ST WEST,,Non-Injury Crash,No,2002,,North,,0,,Flat,,,,,,Dark,438000,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,1,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Null,Null
1840987,5518229,24,,578000,0,,0,2,,Null,2004/2005,SH 2,TUI ST,,Non-Injury Crash,Yes,2004,,East,,0,,Flat,,,,,,Overcast,2219000,0,0,0,2,,,0,,,,,,Manawatu-Wanganui Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,41,Tararua District,Give way,,,,,0,0,Urban,0,,,Fine,Null
1740444,5984198,25,,506660,0,,0,1,,South,2013/2014,WAITEITEI ROAD,FARMERS LIME ROAD,,Non-Injury Crash,No,2013,,South,,0,,Hill Road,,,,,,Dark,136302,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1769374,5901052,26,,524901,0,,0,2,,North,2007/2008,CLAUDE ROAD,ALFRISTON ROAD,,Non-Injury Crash,No,2008,,South,,0,,Hill Road,,,,,,Overcast,757400,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Light rain,Null
1764847,5911026,27,,520500,0,,0,1,,South,2005/2006,SH 1N,MT WGTN OFF NBD,,Non-Injury Crash,Yes,2005,,North,,0,,Flat,,,,,,Overcast,636300,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,1,0,Open,0,,,Light rain,Null
1805592,5805992,28,,527915,0,,0,2,,Null,2011/2012,SH 21,MYSTERY CREEK ROAD,1,Serious Crash,Yes,2011,,South,,0,,Flat,,,,,,Bright sun,984900,1,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,1,,100,,Null,0,0,,17,Waipa District,Give way,,,,,0,0,Open,0,,,Fine,Null
1752502,5933324,29,,508701,0,0,0,1,0,Null,2018/2019,ALBANY EXPRESSWAY,MERCARI WAY,,Non-Injury Crash,No,2018,0,East,0,0,0,Flat,0,,0,,0,Dark,178900,0,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,80,0,On,2,0,,76,Auckland,Traffic Signals,1,1,0,0,0,0,Open,0,0,0,Fine,Null
1245062,4849154,30,,611500,0,0,0,1,0,West,2016/2017,TWEED ST,LIME ST,,Minor Crash,No,2016,0,East,0,0,0,Flat,0,,0,,0,Dark,3139000,1,0,0,4,0,0,0,0,0,,0,0,Southland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,75,Invercargill City,Unknown,1,0,0,0,0,0,Urban,0,0,0,Fine,Null
1756381,5919938,31,,514000,0,,0,2,,North,2013/2014,HOWE ST,HAYDEN ST,,Non-Injury Crash,No,2014,,North,,0,,Flat,,,,,,Bright sun,413006,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1758484,5917379,32,,516001,0,0,0,6,0,Null,2010/2011,MARGOT ST,GREAT SOUTH ROAD,,Non-Injury Crash,No,2010,0,North,0,0,1,Flat,0,,0,,0,Dark,490900,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,1,Light rain,Null
1406870,4917711,33,,603602,0,,0,2,,Null,1999/2000,ALBANY ST,ETHEL MCMILLAN PLACE,,Non-Injury Crash,No,2000,,West,,0,,Flat,,,,,,Overcast,2868400,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,71,Dunedin City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1571338,5197575,34,,586408,0,,0,1,,Null,2002/2003,SH 71,CAM OFF RAMP NBD,,Minor Crash,Yes,2002,,West,,0,,Flat,,,,,,Bright sun,2454702,1,0,0,2,,,0,,,,,,Canterbury Region,Motorway ramp,2-way,Sealed,,0,0,,100,,Null,0,0,,59,Waimakariri District,Stop,,,,,0,0,Open,1,,,Fine,Null
1718457,6044779,35,,502900,0,0,0,1,0,South,2008/2009,SH 1N,MAUNU ROAD,,Non-Injury Crash,Yes,2008,0,South,0,0,0,Flat,0,,0,,1,Overcast,103500,0,0,0,2,0,0,0,0,0,,0,1,Northland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,2,Whangarei District,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1797400,5819822,36,,528402,0,,0,2,,Null,2017/2018,PUKETE ROAD,WAIRERE DRIVE,,Non-Injury Crash,No,2018,,North,,0,,Flat,,,,,,Overcast,907402,0,0,0,4,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,16,Hamilton City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1774553,5578150,37,,557100,0,0,0,3,0,Null,2000/2001,ST HILL ST,DUBLIN ST,,Non-Injury Crash,No,2000,0,North,0,0,1,Flat,0,,0,,0,Overcast,1699500,0,0,0,2,0,0,0,0,1,,0,0,Manawatu-Wanganui Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,37,Whanganui District,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1565072,5178588,38,,587702,1,,0,1,,West,1999/2000,PARKHOUSE ROAD,JIPCHO ROAD,,Minor Crash,No,2000,,West,,0,,Flat,,,,,,Bright sun,2480400,1,0,0,1,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,60,Christchurch City,Nil,,,,,0,0,Urban,0,,,Fine,Null
1765038,5910359,39,,521801,0,,0,2,,North,2016/2017,SH 1N,PRINCES OBR,,Non-Injury Crash,Yes,2016,,North,,0,,Flat,,,,,,Bright sun,787200,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null
1744046,5919855,40,,513212,0,0,0,2,0,East,2010/2011,WOODSIDE ROAD,DON BUCK ROAD,,Non-Injury Crash,No,2011,0,North,0,0,0,Flat,0,,0,,0,Bright sun,235501,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1764068,5915017,41,,520302,0,0,0,1,0,Null,2008/2009,LUNN AVENUE,ELLERSLIE-PANMURE HIGHWAY,,Minor Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,626500,1,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1752748.238,5913528.701,42,,514500,0,0,0,2,0,West,2018/2019,MARY DREAVER STREET,BOUNDARY ROAD,,Serious Crash,No,2019,0,East,0,0,0,Hill Road,0,,0,,0,Bright sun,374400,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,None,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1763065,5915355,43,,520302,0,,0,2,,Null,2003/2004,STANHOPE ROAD,RUTLAND ROAD,,Non-Injury Crash,No,2004,,West,,0,,Flat,,,,,,Bright sun,625600,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1835895,5860472,44,,534300,0,0,0,1,0,South,2003/2004,SH 2,SHOALHAVEN ST,,Fatal Crash,Yes,2003,0,South,0,1,0,Flat,0,,0,,0,Overcast,1071401,1,0,0,2,0,0,0,0,1,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,12,Hauraki District,Nil,0,0,0,0,1,0,Urban,0,0,0,Light rain,Null
1557892.117,5177652.402,45,,587849,0,0,0,1,0,East,2015/2016,SH 1S,KIRK ROAD,,Non-Injury Crash,Yes,2016,0,East,0,0,0,Flat,0,,0,,0,Overcast,2496702,0,0,0,2,0,0,0,0,0,,0,1,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,70,0,Null,0,0,,62,Selwyn District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1694317,5674354,46,,552200,0,,0,2,,Null,2003/2004,CORONATION AVENUE,EVELYN PLACE,,Non-Injury Crash,No,2004,,North,,0,,Flat,,,,,,Bright sun,1602000,0,0,0,2,,,0,,,,,,Taranaki Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,33,New Plymouth District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1756212,5924527,47,,509702,0,,0,2,,Null,2005/2006,ONEWA ROAD,ONEWA ON NBD,,Non-Injury Crash,No,2006,,West,,0,,Flat,,,,,,Bright sun,366700,0,0,0,2,,,0,,,,,,Auckland Region,Motorway ramp,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,1,,,Fine,Null
1755605,5919967,48,,514000,0,,0,2,,North,2002/2003,PONSONBY ROAD,FRANKLIN ROAD,,Non-Injury Crash,No,2002,,South,,0,,Flat,,,,,,Bright sun,415700,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1790674,5838007,49,,527111,0,,0,2,,South,2015/2016,SH 1N,TREGOWETH LANE,,Non-Injury Crash,Yes,2016,,North,,0,,Flat,,,,,,Bright sun,941002,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,13,Waikato District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1757386,5920411,50,,514102,0,0,0,2,0,South,2008/2009,QUEEN ST,VICTORIA ST WEST,,Non-Injury Crash,No,2008,0,North,0,0,0,Flat,0,,0,,0,Dark,434000,0,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,0,1,0,Light rain,Null
1748953.898,5425102.519,51,,576400,0,0,0,1,0,Null,2019/2020,EMMETT STREET,RIDDFORD STREET,,Non-Injury Crash,No,2020,0,East,0,0,0,Null,0,,0,,0,Bright sun,2166900,0,1,0,2,0,0,0,0,1,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,47,Wellington City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1775370,5577962,52,,556900,0,0,0,2,0,East,2009/2010,CAMPBELL ST,CAMERON TERRACE,,Non-Injury Crash,No,2010,0,East,0,0,0,Flat,0,,0,,0,Bright sun,1700300,0,0,0,2,0,0,0,0,1,,0,0,Manawatu-Wanganui Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,37,Whanganui District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1808544,5520146,53,,563802,0,0,0,1,0,North,2009/2010,SH 56,POPLAR ROAD,,Non-Injury Crash,Yes,2010,0,South,0,0,1,Flat,0,,1,,0,Dark,1852000,0,0,0,2,0,0,0,0,0,,0,0,Manawatu-Wanganui Region,Nil,2-way,Unsealed,0,0,0,0,100,0,On,0,0,30,42,Horowhenua District,Nil,0,0,0,0,0,0,Open,0,0,0,Mist or Fog,Null
1370931,5103294,54,,600323,0,,0,0,,East,2014/2015,SH 8,SH 80,,Fatal Crash,Yes,2015,,East,,1,,Hill Road,,Easter,,,,Bright sun,2814400,2,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,1,,100,,Null,2,0,,65,Mackenzie District,Nil,,,,,0,0,Open,0,,,Fine,Null
1936444,5620667,55,,546901,0,0,0,1,0,South,2007/2008,Z CPK ELMWOOD RESTHOME,NELSON/HALL,,Non-Injury Crash,No,2007,0,North,0,0,0,Flat,0,,0,,0,Overcast,1430700,0,0,0,0,0,0,0,0,1,,0,0,Hawke's Bay Region,Nil,Off road,Sealed,0,0,0,0,50,0,Null,0,0,,31,Napier City,Nil,0,0,0,0,1,0,Urban,0,0,0,Fine,Null
1482552,5257883,56,65,585315,0,0,0,0,1,North,2005/2006,SH 73,OTIRA PO,,Non-Injury Crash,Yes,2005,0,North,0,0,0,Flat,0,,0,,0,Bright sun,2422700,0,0,0,2,0,0,0,0,0,,0,0,West Coast Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,1,0,,57,Westland District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1767187,5913059,57,,522910,0,,0,3,,West,2000/2001,REEVES ROAD,LEWIS ROAD,,Minor Crash,No,2000,,West,,0,,Hill Road,,,,,,Bright sun,685100,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1768623,5909749,58,,523112,0,,0,1,,Null,2012/2013,SPRINGS ROAD,ALLENS ROAD,,Minor Crash,No,2012,,East,,0,,Flat,,,,,,Overcast,711600,1,0,1,6,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null
1767064,5909911,59,,523112,0,,0,1,,Null,2015/2016,PUKEKIWIRIKI PLACE,UNDERWOOD ST,,Non-Injury Crash,No,2015,,South,,0,,Flat,,,,,,Dark,711301,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Give way,,,,,1,0,Urban,0,,,Fine,Null
1841088.642,5919938.179,60,,533000,0,,0,1,,East,2019/2020,CAMPBELL STREET,ISABELLA STREET,,Minor Crash,No,2020,,West,,0,,Flat,,,,,,Bright sun,1046602,1,0,0,2,,,0,,,1,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,11,Thames-Coromandel District,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1756385,5924501,61,80,509702,0,0,0,2,0,Null,2002/2003,SH 1N,ONEWA OBR,,Non-Injury Crash,Yes,2002,0,North,0,0,0,Flat,1,,0,,0,Dark,366700,0,0,0,6,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,100,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1754803,5918896,62,,515410,0,,0,2,,Null,2001/2002,SURREY CRESCENT,SELBOURNE ST N,,Non-Injury Crash,No,2002,,West,,0,,Flat,,Queens Birthday,,,,Overcast,404400,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1677843,5404073,63,,581210,0,,0,2,,Null,2000/2001,BATTYS ROAD,LAKINGS ROAD,,Non-Injury Crash,No,2000,,North,,0,,Flat,,,,,,Bright sun,2296600,0,0,0,2,,,0,,,,,,Marlborough Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,53,Marlborough District,Give way,,,,,0,0,Urban,0,,,Fine,Null
1821776,5530384,64,,562401,0,,0,1,,East,2005/2006,FEATHERSTON ST,ELIZABETH ST,,Non-Injury Crash,No,2006,,West,,0,,Flat,,,,,,Bright sun,1832500,0,0,0,2,,,0,,,,,,Manawatu-Wanganui Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,40,Palmerston North City,Nil,,,,,0,0,Urban,1,,,Fine,Null
1760156.199,5913571.11,65,,519900,0,0,0,1,0,East,2019/2020,ORANGA AVENUE,NAMATA ROAD,,Non-Injury Crash,No,2019,0,East,0,0,0,Hill Road,0,,0,,0,Bright sun,603600,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1809893,5457736,66,,579501,0,0,0,1,0,North,2010/2011,BELVEDERE ROAD,COBDEN ROAD,,Non-Injury Crash,No,2011,0,South,0,0,1,Flat,0,,0,,0,Dark,2265500,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,49,Carterton District,Nil,0,0,0,0,0,0,Open,0,0,1,Fine,Null
1906538,5570974,67,,549200,0,0,0,0,0,South,2001/2002,TAPAIRU ROAD,TAPAIRU ROAD EXTENSION,,Non-Injury Crash,No,2002,0,South,0,0,0,Flat,0,,0,,0,Bright sun,1511800,0,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Rail xing,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,32,Central Hawke's Bay District,Stop,0,0,1,0,1,0,Open,0,0,0,Fine,Null
1884200.514,5825189.317,68,,536831,0,,0,1,,Null,2018/2019,MAUNGANUI ROAD,GIRVEN ROAD,,Minor Crash,Yes,2019,,North,,0,,Flat,,,,,,Dark,1204403,2,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,1-way,Sealed,,0,0,,70,,On,1,0,30,23,Tauranga City,Give way,,,,,0,0,Urban,0,,,Fine,Strong wind
1751491,5435078,69,,573700,0,,0,2,,Null,2009/2010,MOOREFIELD ROAD,JOHNSONVILLE ROAD,,Non-Injury Crash,No,2010,,North,,0,,Flat,,,,,,Twilight,2082300,0,0,0,4,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,47,Wellington City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1703055,6047948,70,,501809,0,0,0,2,0,West,2017/2018,KOKOPU ROAD,KNIGHT ROAD,,Serious Crash,No,2017,0,West,0,0,1,Flat,0,,0,,0,Bright sun,71200,1,0,0,2,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,1,0,100,0,Null,0,0,,2,Whangarei District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
